Chemblid	Drug	canonical	formula	max_phase	synonyms
CHEMBL4297311	ONO-2952	COc1cc(Cl)ccc1[C@H]1c2[nH]c3cccc(F)c3c2C2(CC2)CN1C(C)=O	C22H20ClFN2O2	2.0	Ono-2952
CHEMBL4297312	ORM-12741	COC[C@@]1(C)CCCN2CCc3c(oc4ccccc34)[C@@H]21	C18H23NO2	2.0	ORM-10921;;;Orm-12741
CHEMBL4297313	OT-551	CC1(C)CC(OC(=O)C2CC2)CC(C)(C)N1O	C13H23NO3	2.0	Ot-551
CHEMBL4297314	OXAZOLIDINE	C1COCN1	C3H7NO	2.0	Oxazolidine
CHEMBL4297315	PCI-27483	N=C(N)c1ccc2nc(-c3cc(CC(=O)N[C@@H](CC(=O)O)C(=O)O)cc(-c4cc(S(N)(=O)=O)ccc4O)c3O)[nH]c2c1	C26H24N6O9S	2.0	Pci-27483
CHEMBL4297316	PD-0299685	CCC[C@@H](C)C[C@H](CN)CC(=O)O	C10H21NO2	2.0	PD 0299685;;;Pd-0299685
CHEMBL4297318	PG-530742	COc1ccc(C(=O)Nc2ccc(S(=O)(=O)NC(CC#CCN3CCOCC3)C(=O)O)cc2)cc1	C24H27N3O7S	2.0	PG-116800;;;Pg-530742;;;PGE7113313;;;PGE-7113313
CHEMBL4297319	PHENCYNONATE HYDROCHLORIDE	CN1CC2CCCC(C1)C2OC(=O)C(O)(c1ccccc1)C1CCCC1.Cl	C22H32ClNO3	2.0	Phencynonate hydrochloride
CHEMBL4297320	PL-3994	CCCCCCC(=O)N[C@@H]1CSSC[C@@H](C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2C[C@H](C(N)=O)NC(=O)[C@@H]2CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CCCC)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC1=O	C82H127N27O20S2	2.0	Pl-3994
CHEMBL4297322	PRX-08066	N#Cc1cc(CN2CCC(Nc3ncnc4sc(Cl)cc34)CC2)ccc1F.O=C(O)/C=C/C(=O)O	C23H21ClFN5O4S	2.0	Prx-08066
CHEMBL4297323	PZ-128	CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	C55H99N13O9	2.0	Pz-128
CHEMBL4297326	SLX-4090	COc1cccc(C(=O)Nc2ccc3c(c2)CCN(C(=O)Oc2ccccc2)C3)c1-c1ccc(C(F)(F)F)cc1	C31H25F3N2O4	2.0	KD-026;;;Slx-4090
CHEMBL4297328	SUVN-G3031	O=C(CN1CCOCC1)Nc1ccc(OC2CCN(C3CCC3)CC2)cc1	C21H31N3O3	2.0	Samelisant;;;Suvn-g3031;;;SUVN-G3031 FREE BASE
CHEMBL4297329	TAS-117	C[C@]1(O)C[C@@](N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)C1	C26H24N4O2	2.0	TAS 117;;;Tas-117
CHEMBL4297331	TU-100	CN1C2C(=O)c3ccccc3C1C1=C2C(=O)c2ccccc2C1=O	C20H13NO3	2.0	TU100;;;Tu-100
CHEMBL4297332	UT-231B	CCOCCCCCCN1C[C@H](O)[C@@H](O)[C@@H](O)[C@H]1C.O=C(O)[C@H](O)[C@@H](O)C(=O)O	C18H35NO10	2.0	Ut-231b
CHEMBL4297333	VB-201	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OCCCCC(=O)O	C29H60NO8P	2.0	Vb-201
CHEMBL4297336	ACETIC ACID C-11	C[11C](=O)O	C2H4O2	2.0	11c-acetate;;;Acetic acid c-11
CHEMBL4297342	EDOTREOTIDE YTTRIUM Y-90	-	-	2.0	90y-dotatoc;;;90Y-SMT-487;;;Edotreotide 90y chelate;;;Edotreotide yttrium y-90;;;SMT-487 Y-90
CHEMBL4297344	ABX-464	FC(F)(F)Oc1ccc(Nc2ccc3cccc(Cl)c3n2)cc1	C16H10ClF3N2O	2.0	Abx464;;;ABX464;;;Abx-464;;;SPL-464
CHEMBL4297345	ADL-5747	CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1.Cl	C24H29ClN2O3	2.0	Adl5747;;;ADL5747;;;Adl-5747
CHEMBL4297352	AZD-1236	C[C@]1(CS(=O)(=O)N2CCC(Oc3ccc(Cl)cn3)CC2)NC(=O)NC1=O	C15H19ClN4O5S	2.0	Azd1236;;;AZD1236;;;Azd 1236;;;Azd-1236
CHEMBL4297356	AZD-8848	CCCCOc1nc(N)c2[nH]c(=O)n(CCCN(CCCN3CCOCC3)Cc3cccc(CC(=O)OC)c3)c2n1	C29H43N7O5	2.0	Azd8848;;;AZD8848;;;Azd 8848;;;Azd-8848;;;Dsp-3025;;;DSP-3025
CHEMBL4297363	UCB-1184197	CCOC(=O)[C@H](Cc1ccc(Nc2nccc3ccncc23)cc1)NC1=C(Br)C(=O)C12CCCCC2	C28H29BrN4O3	2.0	Cdp323;;;CDP323;;;CDP-323;;;Ucb-1184197
CHEMBL4297369	CP1-1189	CC(=O)Nc1ccc(C(=O)NC(C)(C)C)cc1	C13H18N2O2	2.0	Cp1-1189;;;Cpi-1189;;;CPI-1189
CHEMBL4297371	PCS-499	[2H]C([2H])([2H])[C@H](O)C([2H])([2H])CCCn1c(=O)c2c(ncn2C)n(C)c1=O	C13H20N4O3	2.0	Ctp-499;;;CTP-499;;;Pcs499;;;PCS499;;;Pcs-499;;;PCS-499
CHEMBL4297372	ATSM COPPER (II)	-	-	2.0	Atsm copper (ii);;;Cu(ii)atsm
CHEMBL4297373	DOTA-NOC	C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O	C69H94N14O17S2	2.0	Dotanoc;;;Dota-noc
CHEMBL4297381	TRIMEBUTINE 3-THIOCARBAMOYLBENZENESULFONATE	CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C.NC(=S)c1cccc(S(=O)(=O)O)c1	C29H36N2O8S2	2.0	GIC 1001;;;Gic-1001;;;Trimebutine 3-thiocarbamoylbenzenesulfonate
CHEMBL4297382	GPI-1485	CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)O	C12H19NO4	2.0	Gpi 1485;;;GPI 1485;;;Gpi-1485
CHEMBL4297383	GSK-1521498	Fc1cc(-c2cccc(-c3nc[nH]n3)c2)cc(F)c1CNC1Cc2ccccc2C1	C24H20F2N4	2.0	Gsk1521498;;;GSK1521498;;;Gsk-1521498
CHEMBL4297385	NS-2359	COC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C	C16H21Cl2NO	2.0	Gsk372475;;;GSK372475;;;GSK-372475;;;GSK-372,475;;;Ns2359;;;NS2359;;;Ns-2359
CHEMBL4297388	GW-870086	C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1C(C)(C)C1(C)C)C(=O)OCC#N	C31H39F2NO6	2.0	GW870086;;;Gw-870086;;;Gw870086x;;;GW870086X
CHEMBL4297390	NM-404 I-124	C[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCCCCCCCCc1ccc([124I])cc1	C29H53INO4P	2.0	(124I)-CLR1404;;;124I-CLR1404;;;CLR-1404 I-124;;;I-124-clr1404;;;I-124-CLR1404;;;Nm-404 i-124;;;NM-404 I-124
CHEMBL4297391	DISACCHARIDE TRIPEPTIDE GLYCEROL DIPALMITOYL	CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]([C@H](C=O)NC(C)=O)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)[C@H](O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC	C65H116N6O21	2.0	Disaccharide tripeptide glycerol dipalmitoyl;;;Immther
CHEMBL4297392	IOWH-032	O=C(NCc1ccc(Oc2ccccc2)cc1)c1nc(-c2cc(Br)c(O)c(Br)c2)no1	C22H15Br2N3O4	2.0	Iowh032;;;Iowh-032
CHEMBL4297397	QUERCETIN-3'-O-PHOSPHATE	O=c1c(O)c(-c2ccc(O)c(OP(=O)(O)O)c2)oc2cc(O)cc(O)c12	C15H11O10P	2.0	Lim-0705;;;LIM-0705;;;Quercetin-3'-o-phosphate
CHEMBL4297398	LY-2300559	CCCc1c(OCc2ccc([C@H](O)c3cccc(C(=O)O)c3)cc2)ccc(C(C)=O)c1O	C26H26O6	2.0	Ly2300559;;;LY2300559;;;Ly-2300559
CHEMBL4297399	LY-2608204	O=C(Nc1ncc(SCCN2CCCC2)s1)[C@]1(c2ccc(S(=O)(=O)C3CC3)cc2)C[C@H]1C1CCCCC1	C28H37N3O3S3	2.0	Ly2608204;;;LY2608204;;;Ly-2608204
CHEMBL4297400	MB-07803	CCOC(=O)C(C)(C)NP(=O)(NC(C)(C)C(=O)OCC)c1ccc(-c2nc(N)sc2C(=O)C(C)(C)C)o1	C24H37N4O7PS	2.0	Mb07803;;;MB 07803;;;Mb-07803
CHEMBL4297401	CALDARET MONOHYDRATE	Cc1ccc(N2CCNCC2)c(S(=O)(=O)O)c1.O	C11H18N2O4S	2.0	Caldaret monohydrate;;;Mcc-135
CHEMBL4297408	NGX-267	CC[C@@H]1SC2(CCN(C)CC2)NC1=O	C10H18N2OS	2.0	AF-267B;;;Ngx267;;;NGX267;;;Ngx-267
CHEMBL4297413	PERFLUORO TERT-BUTYLCYCLOHEXANE	FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F	C10F20	2.0	Oxycyte;;;Perfluoro tert-butylcyclohexane
CHEMBL4297414	PD-217014	COC(=O)C[C@@]1(CN)C[C@@H]2CC[C@@H]2C1	C11H19NO2	2.0	Pd-217014;;;Pd-217,014
CHEMBL4297415	ANTIMONY CATION (5+)	-	-	2.0	Antimony cation (5+);;;Pentavalent antimony
CHEMBL4297416	PF-4191834	Cn1nccc1-c1ccc(Sc2cccc(C3(C(N)=O)CCOCC3)c2)cc1	C22H23N3O2S	2.0	Pf-04191834;;;Pf-4191834
CHEMBL4297418	ABACAVIR HYDROXYACETATE	Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CO)C3)c2n1	C16H20N6O3	2.0	Abacavir hydroxyacetate;;;Prurisol
CHEMBL4297422	RG-4733	CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@@H]1C(=O)Nc2ccccc2-c2ccccc21	C22H20F5N3O3	2.0	Rg 4733;;;Rg-4733;;;Ro4929097;;;RO 4929097;;;RO-4929097
CHEMBL4297427	SCH-486757	O[C@@]1(c2ncccn2)C[C@@H]2CC[C@H](C1)N2C(c1ccccc1Cl)c1ccccc1Cl	C24H23Cl2N3O	2.0	SCH486757;;;Sch 486757;;;SCH 486757;;;Sch-486757
CHEMBL4297428	SER-100	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O	C85H141N27O15	2.0	Ser100;;;SER100;;;Ser-100;;;ZP 120
CHEMBL4297430	BESIGLIPTIN TOSYLATE	CN(C)C(=O)N1C[C@H]2C[C@](C)(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)C[C@H]2C1.Cc1ccc(S(=O)(=O)O)cc1	C25H36FN5O5S	2.0	Besigliptin tosylate;;;Shr117887;;;SHR117887
CHEMBL4297432	SLV-334	O=C(O)CN1C(=O)[C@@H](NC(=O)C2(C[C@@H](CCc3cccc4ccccc34)C(=O)O)CCCC2)CCc2ccccc21	C33H36N2O6	2.0	Slv334;;;SLV334;;;Slv-334
CHEMBL4297434	AURICLOSENE MONOSODIUM MONOHYDRATE	CC(C)(CS(=O)(=O)[O-])N(Cl)Cl.O.[Na+]	C4H10Cl2NNaO4S	2.0	AL-46383A;;;Auriclosene monosodium monohydrate;;;Sodium 2-(dichloroamino)-2-methylpropane-1-sulfonate monohydrate
CHEMBL4297436	SRT-2104	Cc1nc(-c2cccnc2)sc1C(=O)Nc1ccccc1-c1cn2c(CN3CCOCC3)csc2n1	C26H24N6O2S2	2.0	Srt2104;;;SRT2104;;;Srt-2104
CHEMBL4297437	ST-101	O=C1N=C2C=CC=CN2C12Cc1ccccc1C2	C15H12N2O	2.0	St101;;;ST101;;;St-101;;;ZSET-1446
CHEMBL4297438	T-817 MALEATE	O=C(O)/C=C\C(=O)O.OC1CN(CCCOCCc2ccc3sccc3c2)C1	C20H25NO6S	2.0	J2.179.155E;;;T-817ma;;;T-817MA;;;T-817 maleate
CHEMBL4297439	T-2000	COCN1C(=O)N(COC)C(=O)C(c2ccccc2)(c2ccccc2)C1=O	C20H20N2O5	2.0	T2000;;;T2000;;;T-2000
CHEMBL4297440	T-900607	COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(N)=O	C14H10F5N3O4S	2.0	T900607;;;T900607;;;T 900607;;;T-900607
CHEMBL4297442	TD-139	OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O	C28H30F2N6O8S	2.0	Td139;;;TD139;;;Td-139
CHEMBL4297450	VANILLYL ALCOHOL	COc1cc(CO)ccc1O	C8H10O3	2.0	FEMA NO. 3737;;;NSC-3993;;;V0018;;;V0018;;;V-0018;;;Vanillyl alcohol
CHEMBL4297452	YM-543	C[N+](C)(C)CCO.[O-]c1ccc(Cc2cc3cccccc-3c2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C28H37NO7	2.0	ASP-543;;;Ym543;;;YM543;;;YM 543;;;Ym-543
CHEMBL4297453	PM-00104	COc1c(C)cc2c(c1O)[C@@H]1[C@@H]3Cc4c(OC(C)=O)c(C)c5c(c4[C@H](CNC(=O)/C=C/c4cccc(C(F)(F)F)c4)N3[C@@H](O)[C@H](C2)N1C)OCO5	C37H38F3N3O8	2.0	PM00104;;;Pm-00104;;;Zalypsis
CHEMBL4297456	ATN-161	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(N)=O	C23H35N9O8S	2.0	ATN 161;;;Atn-161;;;ATN-161
CHEMBL4297457	BMS-823778	CC(C)(O)c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12.Cl	C18H19Cl2N3O	2.0	Bms-823778;;;BMS-823778
CHEMBL4297460	CC-11050	CCOc1cc([C@@H](CS(C)(=O)=O)N2Cc3cccc(NC(=O)C4CC4)c3C2=O)ccc1OC	C24H28N2O6S	2.0	Cc-11050;;;CC-11050
CHEMBL4297462	CFI-400945	COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5C[C@H](C)O[C@H](C)C5)cc4)n[nH]c3c1)C(=O)N2.O=C(O)/C=C/C(=O)O	C37H38N4O7	2.0	Cfi 400945;;;Cfi-400945;;;CFI-400945;;;Cfi-400945 fumarate;;;CFI-400945 FUMARATE
CHEMBL4297464	CXL-1020	CS(=O)(=O)c1ccccc1S(=O)(=O)NO	C7H9NO5S2	2.0	Cxl-1020;;;CXL-1020
CHEMBL4297468	KZR-616	COc1ccc([C@@H](O)[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC2=CCCC2)C(=O)[C@@]2(C)CO2)cc1	C30H42N4O8	2.0	Kzr-616;;;KZR-616
CHEMBL4297469	LGD-6972	Cc1cc(C)c(-c2ccc(NC(=O)[C@H](Cc3ccc(C(=O)NCCS(=O)(=O)O)cc3)c3ccc(-c4ccc(C(C)(C)C)cc4)cc3)cc2)c(C)c1	C43H46N2O5S	2.0	Lgd-6972;;;LGD-6972;;;MB-11262
CHEMBL4297472	NOX-100	CN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=S)[S-].[Na+]	C8H16NNaO5S2	2.0	Nox-100;;;NOX-100
CHEMBL4297474	OBI-3424	C[C@@H](OP(=O)(N1CC1)N1CC1)c1ccc([N+](=O)[O-])c(Oc2cccc(C(=O)N(C)C)c2)c1	C21H25N4O6P	2.0	Obi-3424;;;OBI-3424
CHEMBL4297477	BREPOCITINIB	Cn1cc(Nc2nccc(N3C[C@@H]4CC[C@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1	C18H21F2N7O	2.0	Brepocitinib;;;Brepocitinib;;;Brepocitinib;;;Pf-06700841;;;PF-06700841
CHEMBL4297479	NESOLICAFTOR	C[C@@H](O)c1nnc([C@H]2C[C@H](NC(=O)c3cc(-c4ccccc4)no3)C2)o1	C18H18N4O4	2.0	Nesolicaftor;;;Nesolicaftor;;;Nesolicaftor;;;Pti-428;;;PTI-428
CHEMBL4297481	AK-106	Cn1ncc2cc(-c3cc(CCC(=O)O)cc(N)c3OC3Cc4ccccc4C3)ccc21	C26H25N3O3	2.0	AK106;;;Ak-106;;;AK-106;;;Ak106-001616;;;AK106-001616
CHEMBL4297483	AZD-8871	CN(CCCn1nnc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1	C38H42N6O6S2	2.0	Azd8871;;;AZD8871;;;Azd 8871;;;Azd-8871;;;AZD-8871;;;LAS191351;;;LAS-191351;;;Navafenterol
CHEMBL4297484	BP-14979	COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(C#N)c3)CC2)CC1	C23H34N4O2	2.0	Bp-14979;;;BP-14979;;;Bp1.4979
CHEMBL4297492	GSK-2245035	CCC[C@H](C)Oc1nc(N)c2[nH]c(=O)n(CCCCCN3CCCCC3)c2n1	C20H34N6O2	2.0	Gsk2245035;;;GSK2245035;;;Gsk-2245035;;;GSK-2245035
CHEMBL4297493	GSK-232802	CC1(C)CC(=C(c2ccc(O)cc2)c2ccc(C(=O)O)cc2)CC(C)(C)C1	C24H28O3	2.0	Gsk232802;;;GSK232802;;;Gsk-232802;;;GSK-232802
CHEMBL4297494	GSK-3117391	O=C(CCc1ccc(CN[C@H](C(=O)OC2CCCC2)C2CCCCC2)cn1)NO	C22H33N3O4	2.0	CYCLOHEXANEACETIC ACID, .ALPHA.-(((6-(3-(HYDROXYAMINO)-3-OXOPROPYL)-3-PYRIDINYL)METHYL)AMINO)-, CYCLOPENTYL ESTER, (.ALPHA.S)-;;;Gsk3117391;;;GSK3117391;;;Gsk-3117391;;;GSK-3117391
CHEMBL4297495	NM-404 I-131	C[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCCCCCCCCc1ccc([131I])cc1	C29H53INO4P	2.0	131I-CLR1404;;;131I-NM-404;;;CLR131;;;CLR-131;;;CLR-1404 I-131;;;I-131-clr1404;;;I-131-CLR1404;;;Nm-404 i-131;;;NM-404 I-131
CHEMBL4297497	RV-521	NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2CCCC(F)(F)F	C23H22F4N4O	2.0	Rv521;;;RV521;;;Rv-521;;;RV-521;;;Sisunatovir
CHEMBL4297498	SSR-150106	FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccncc4c3)CC2)c1	C23H21F3N2	2.0	Ssr150106;;;SSR150106;;;Ssr-150106;;;SSR-150106;;;SSR150106XB;;;SSR-150106XB
CHEMBL4297500	TRO-40303	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC/C(=N\O)[C@](C)(CCCO)[C@H]3CC[C@@]21C	C26H47NO2	2.0	Tro40303;;;TRO40303;;;TRO 40303;;;Tro-40303;;;TRO-40303
CHEMBL4297501	AFABICIN	Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3COP(=O)(O)O)oc2ccccc12	C23H24N3O7P	2.0	Afabicin;;;Afabicin
CHEMBL4297505	CENERIMOD	CCc1cc(-c2noc(-c3cc(OC)nc(C4CCCC4)c3)n2)cc(C)c1OC[C@@H](O)CO	C25H31N3O5	2.0	ACT334441;;;Act-334441;;;ACT-334441;;;Cenerimod;;;Cenerimod;;;Cenerimod
CHEMBL4297507	DELGOCITINIB	C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2	C16H18N6O	2.0	Delgocitinib;;;Delgocitinib;;;Delgocitinib;;;JTE-052;;;JTE-052A;;;LEO 124249;;;LEO-124249;;;LEO 124249A;;;LEO-124249A
CHEMBL4297510	EMERAMIDE	O=C(NCCS)c1cccc(C(=O)NCCS)c1	C12H16N2O2S2	2.0	Emeramide;;;Emeramide
CHEMBL4297514	IMEGLIMIN	C[C@H]1N=C(N(C)C)N=C(N)N1	C6H13N5	2.0	EMD-387008;;;Imeglimin;;;Imeglimin
CHEMBL4297519	NAFITHROMYCIN	CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2[C@H](/C(N)=N/O[C@@H](C)c3nnc(-c4ccccn4)s3)C(=O)O[C@@]21C	C42H62N6O11S	2.0	Nafithromycin;;;Nafithromycin
CHEMBL4297520	OGLEMILAST	CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1	C20H13Cl2F2N3O5S	2.0	GRC 3845;;;Oglemilast;;;Oglemilast
CHEMBL4297523	PIROMELATINE	COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)cco3)c2c1	C17H16N2O4	2.0	Neu-p11;;;NEU-P11;;;NEU-P-11;;;Piromelatine;;;Piromelatine
CHEMBL4297527	REVAMILAST	O=C(Nc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c2oc3ccncc3c12	C18H9Cl2F2N3O4	2.0	Revamilast;;;Revamilast
CHEMBL4297529	RISUTEGANIB	C[C@@H](O)[C@H](NC(=O)[C@H](CS(=O)(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)CN)C(=O)N1CCC[C@H]1C(=O)O	C22H39N9O11S	2.0	ALG1001;;;Alg-1001;;;ALG-1001;;;ALG-1001 HEXAPEPTIDE;;;GLY-ARG-GLY-CYA-THR-PRO;;;Luminate;;;Risuteganib;;;Risuteganib;;;Risuteganib
CHEMBL4297532	SATOREOTIDE TRIZOXETAN	C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2ccc(NC(N)=O)cc2)NC(=O)[C@H](Cc2ccc(NC(=O)[C@@H]3CC(=O)NC(=O)N3)cc2)NC(=O)[C@H](NC(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)CCC(C(=O)O)N2CCN(CC(=O)O)CCN(CC(=O)O)CC2)CSSC[C@@H](C(=O)N[C@H](Cc2ccc(O)cc2)C(N)=O)NC1=O	C73H95ClN18O21S2	2.0	JR-11-NODAGA;;;NODAGA-JR11;;;OPS-202;;;Satoreotide trizoxetan;;;Satoreotide trizoxetan
CHEMBL4297538	MK-0812	CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](CN2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1	C24H36F3N3O2	2.0	Mk0812;;;Mk-0812
CHEMBL4297539	N-ACETYLMANNOSAMINE	CC(=O)N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO	C8H15NO6	2.0	Mannac;;;N-acetylmannosamine
CHEMBL4297540	4-ISOTHIOUREIDOBUTYRONITRILE	N#CCCCSC(=N)N	C5H9N3S	2.0	4-isothioureidobutyronitrile;;;Kevetrin;;;NSC-525990;;;Thioureidobutyronitrile
CHEMBL4297555	RESIMMUNE	-	-	2.0	A-dmdt390-bisfv(ucht1);;;LAX-699;;;Resimmune
CHEMBL4297556	MM-111	-	-	2.0	Mm 111;;;Mm-111
CHEMBL4297557	MICROCRYSTALLINE CELLULOSE	-	-	2.0	Cellulose;;;Cellulose microcrystalline;;;Microcrystalline cellulose;;;Microcrystalline cellulose
CHEMBL4297559	HILTONOL	-	-	2.0	Hiltonol;;;Poly-iclc
CHEMBL4297560	GATIPOTUZUMAB	-	-	2.0	Gatipotuzumab;;;Gatipotuzumab
CHEMBL4297561	EPI-589	-	-	2.0	Epi-589;;;EPI-589
CHEMBL4297562	DKN-01	-	-	2.0	Dkn-01;;;DKN-01;;;LY2812176;;;LY-2812176
CHEMBL4297563	CX-072	-	-	2.0	CX072;;;Cx 072;;;Cx-072;;;CX-072;;;CX-072 PROBODY;;;Pacmilimab
CHEMBL4297572	ABBV-3373	-	-	2.0	Abbv-3373;;;ABBV-3373
CHEMBL4297576	EFINOPEGDUTIDE	-	-	2.0	Efinopegdutide;;;Efinopegdutide;;;Efinopegdutide;;;HM12525A;;;HM-12525A;;;Jnj-64565111;;;JNJ-64565111
CHEMBL4297577	BELAPECTIN	-	-	2.0	Belapectin;;;Belapectin;;;Gr-md-02;;;GR-MD-02
CHEMBL4297578	PEGBELFERMIN	-	-	2.0	ARX-618;;;Bms-986036;;;BMS-986036;;;Pegbelfermin;;;Pegbelfermin;;;Pegbelfermin
CHEMBL4297580	ETOKIMAB	-	-	2.0	Anb020;;;ANB020;;;ANB-020;;;Etokimab;;;Etokimab;;;Etokimab
CHEMBL4297584	TENALISIB	CC[C@H](Nc1ncnc2[nH]cnc12)c1oc2ccccc2c(=O)c1-c1cccc(F)c1	C23H18FN5O2	2.0	Tenalisib;;;Tenalisib
CHEMBL4297587	VOROLANIB	Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)N[C@H]1CCN(C(=O)N(C)C)C1	C23H26FN5O3	2.0	Vorolanib;;;Vorolanib
CHEMBL4297589	SELATOGREL	CCCCOC(=O)N1CCN(C(=O)[C@H](CP(=O)(O)O)NC(=O)c2cc(N3CC[C@H](OC)C3)nc(-c3ccccc3)n2)CC1	C28H39N6O8P	2.0	Act-246475;;;ACT-246475;;;Selatogrel;;;Selatogrel
